korean,latin,transcription
웫,wegs,weks
웬,wen,wen
웭,wenj,wenɟ
웮,wenh,wenh
웯,wed,wet
웰,wel,weɾ
웱,welg,welg
웲,welm,welm
웳,welb,welb
웴,wels,wels
웵,welt,weltʰ
웶,welp,welpʰ
웷,welh,welh
웸,wem,wem
웹,web,wep
웺,webs,weps
웻,wes,wes
웼,wess,wes͈
웽,weng,weŋ
웾,wej,wet͡ɕ
웿,wech,wet͡ɕʰ
윀,wek,wekʰ
윁,wet,wetʰ
윂,wep,wepʰ
윃,weh,weh
위,wi,wi
윅,wig,wik
윆,wigg,wik͈
윇,wigs,wiks
윈,win,win
윉,winj,winɟ
윊,winh,winh
윋,wid,wit
윌,wil,wiɾ
윍,wilg,wilg
윎,wilm,wilm
윏,wilb,wilb
윐,wils,wils
윑,wilt,wiltʰ
윒,wilp,wilpʰ
윓,wilh,wilh
윔,wim,wim
윕,wib,wip
윖,wibs,wips
윗,wis,wis
윘,wiss,wis͈
윙,wing,wiŋ
윚,wij,wit͡ɕ
윛,wich,wit͡ɕʰ
윜,wik,wikʰ
윝,wit,witʰ
윞,wip,wipʰ
윟,wih,wih
유,yu,ju
육,yug,juk
윢,yugg,juk͈
윣,yugs,juks
윤,yun,jun
윥,yunj,junɟ
윦,yunh,junh
윧,yud,jut
율,yul,juɾ
윩,yulg,julg
윪,yulm,julm
윫,yulb,julb
윬,yuls,juls
윭,yult,jultʰ
윮,yulp,julpʰ
윯,yulh,julh
윰,yum,jum
윱,yub,jup
윲,yubs,jups
윳,yus,jus
윴,yuss,jus͈
융,yung,juŋ
윶,yuj,jut͡ɕ
윷,yuch,jut͡ɕʰ
윸,yuk,jukʰ
윹,yut,jutʰ
윺,yup,jupʰ
윻,yuh,juh
으,eu,ɨ
윽,eug,ɨk
윾,eugg,ɨk͈
윿,eugs,ɨks
은,eun,ɨn
읁,eunj,ɨnɟ
읂,eunh,ɨnh
읃,eud,ɨt
을,eul,ɨɾ
읅,eulg,ɨlg
읆,eulm,ɨlm
읇,eulb,ɨlb
읈,euls,ɨls
읉,eult,ɨltʰ
읊,eulp,ɨlpʰ
읋,eulh,ɨlh
음,eum,ɨm
읍,eub,ɨp
읎,eubs,ɨps
읏,eus,ɨs
읐,euss,ɨs͈
응,eung,ɨŋ
읒,euj,ɨt͡ɕ
읓,euch,ɨt͡ɕʰ
읔,euk,ɨkʰ
읕,eut,ɨtʰ
읖,eup,ɨpʰ
읗,euh,ɨh
의,yi,ы
읙,yig,ыk
읚,yigg,ыk͈
읛,yigs,ыks
읜,yin,ыn
읝,yinj,ыnɟ
읞,yinh,ыnh
읟,yid,ыt
읠,yil,ыɾ
읡,yilg,ыlg
읢,yilm,ыlm
읣,yilb,ыlb
읤,yils,ыls
읥,yilt,ыltʰ
읦,yilp,ыlpʰ
읧,yilh,ыlh
읨,yim,ыm
읩,yib,ыp
읪,yibs,ыps
읫,yis,ыs
읬,yiss,ыs͈
읭,ying,ыŋ
읮,yij,ыt͡ɕ
읯,yich,ыt͡ɕʰ
읰,yik,ыkʰ
읱,yit,ыtʰ
읲,yip,ыpʰ
읳,yih,ыh
이,i,i
익,ig,ik
읶,igg,ik͈
읷,igs,iks
인,in,in
읹,inj,inɟ
읺,inh,inh
읻,id,it
일,il,iɾ
읽,ilg,ilg
읾,ilm,ilm
읿,ilb,ilb
잀,ils,ils
잁,ilt,iltʰ
잂,ilp,ilpʰ
잃,ilh,ilh
임,im,im
입,ib,ip
잆,ibs,ips
잇,is,is
있,iss,is͈
잉,ing,iŋ
잊,ij,it͡ɕ
잋,ich,it͡ɕʰ
잌,ik,ikʰ
잍,it,itʰ
잎,ip,ipʰ
잏,ih,ih
자,ja,t͡ɕɐ
작,jag,t͡ɕɐk
잒,jagg,t͡ɕɐk͈
잓,jags,t͡ɕɐks
잔,jan,t͡ɕɐn
잕,janj,t͡ɕɐnɟ
잖,janh,t͡ɕɐnh
잗,jad,t͡ɕɐt
잘,jal,t͡ɕɐɾ
잙,jalg,t͡ɕɐlg
잚,jalm,t͡ɕɐlm
잛,jalb,t͡ɕɐlb
잜,jals,t͡ɕɐls
잝,jalt,t͡ɕɐltʰ
잞,jalp,t͡ɕɐlpʰ
잟,jalh,t͡ɕɐlh
잠,jam,t͡ɕɐm
잡,jab,t͡ɕɐp
잢,jabs,t͡ɕɐps
잣,jas,t͡ɕɐs
잤,jass,t͡ɕɐs͈
장,jang,t͡ɕɐŋ
잦,jaj,t͡ɕɐt͡ɕ
잧,jach,t͡ɕɐt͡ɕʰ
잨,jak,t͡ɕɐkʰ
잩,jat,t͡ɕɐtʰ
잪,jap,t͡ɕɐpʰ
잫,jah,t͡ɕɐh
재,jae,t͡ɕɛ
잭,jaeg,t͡ɕɛk
잮,jaegg,t͡ɕɛk͈
잯,jaegs,t͡ɕɛks
잰,jaen,t͡ɕɛn
잱,jaenj,t͡ɕɛnɟ
잲,jaenh,t͡ɕɛnh
잳,jaed,t͡ɕɛt
잴,jael,t͡ɕɛɾ
잵,jaelg,t͡ɕɛlg
잶,jaelm,t͡ɕɛlm
잷,jaelb,t͡ɕɛlb
잸,jaels,t͡ɕɛls
잹,jaelt,t͡ɕɛltʰ
잺,jaelp,t͡ɕɛlpʰ
잻,jaelh,t͡ɕɛlh
잼,jaem,t͡ɕɛm
잽,jaeb,t͡ɕɛp
잾,jaebs,t͡ɕɛps
잿,jaes,t͡ɕɛs
쟀,jaess,t͡ɕɛs͈
쟁,jaeng,t͡ɕɛŋ
쟂,jaej,t͡ɕɛt͡ɕ
쟃,jaech,t͡ɕɛt͡ɕʰ
쟄,jaek,t͡ɕɛkʰ
쟅,jaet,t͡ɕɛtʰ
쟆,jaep,t͡ɕɛpʰ
쟇,jaeh,t͡ɕɛh
쟈,jya,t͡ɕjɐ
쟉,jyag,t͡ɕjɐk
쟊,jyagg,t͡ɕjɐk͈
쟋,jyags,t͡ɕjɐks
쟌,jyan,t͡ɕjɐn
쟍,jyanj,t͡ɕjɐnɟ
쟎,jyanh,t͡ɕjɐnh
쟏,jyad,t͡ɕjɐt
쟐,jyal,t͡ɕjɐɾ
쟑,jyalg,t͡ɕjɐlg
쟒,jyalm,t͡ɕjɐlm
쟓,jyalb,t͡ɕjɐlb
쟔,jyals,t͡ɕjɐls
쟕,jyalt,t͡ɕjɐltʰ
쟖,jyalp,t͡ɕjɐlpʰ
쟗,jyalh,t͡ɕjɐlh
쟘,jyam,t͡ɕjɐm
쟙,jyab,t͡ɕjɐp
쟚,jyabs,t͡ɕjɐps
쟛,jyas,t͡ɕjɐs
쟜,jyass,t͡ɕjɐs͈
쟝,jyang,t͡ɕjɐŋ
쟞,jyaj,t͡ɕjɐt͡ɕ
쟟,jyach,t͡ɕjɐt͡ɕʰ
쟠,jyak,t͡ɕjɐkʰ
쟡,jyat,t͡ɕjɐtʰ
쟢,jyap,t͡ɕjɐpʰ
쟣,jyah,t͡ɕjɐh
쟤,jyae,t͡ɕjɛ
쟥,jyaeg,t͡ɕjɛk
쟦,jyaegg,t͡ɕjɛk͈
쟧,jyaegs,t͡ɕjɛks
쟨,jyaen,t͡ɕjɛn
쟩,jyaenj,t͡ɕjɛnɟ
쟪,jyaenh,t͡ɕjɛnh
쟫,jyaed,t͡ɕjɛt
쟬,jyael,t͡ɕjɛɾ
쟭,jyaelg,t͡ɕjɛlg
쟮,jyaelm,t͡ɕjɛlm
쟯,jyaelb,t͡ɕjɛlb
쟰,jyaels,t͡ɕjɛls
쟱,jyaelt,t͡ɕjɛltʰ
쟲,jyaelp,t͡ɕjɛlpʰ
쟳,jyaelh,t͡ɕjɛlh
쟴,jyaem,t͡ɕjɛm
쟵,jyaeb,t͡ɕjɛp
쟶,jyaebs,t͡ɕjɛps
쟷,jyaes,t͡ɕjɛs
쟸,jyaess,t͡ɕjɛs͈
쟹,jyaeng,t͡ɕjɛŋ
쟺,jyaej,t͡ɕjɛt͡ɕ
쟻,jyaech,t͡ɕjɛt͡ɕʰ
쟼,jyaek,t͡ɕjɛkʰ
쟽,jyaet,t͡ɕjɛtʰ
쟾,jyaep,t͡ɕjɛpʰ
쟿,jyaeh,t͡ɕjɛh
저,jeo,t͡ɕʌ
적,jeog,t͡ɕʌk
젂,jeogg,t͡ɕʌk͈
젃,jeogs,t͡ɕʌks
전,jeon,t͡ɕʌn
젅,jeonj,t͡ɕʌnɟ
젆,jeonh,t͡ɕʌnh
젇,jeod,t͡ɕʌt
절,jeol,t͡ɕʌɾ
젉,jeolg,t͡ɕʌlg
젊,jeolm,t͡ɕʌlm
젋,jeolb,t͡ɕʌlb
젌,jeols,t͡ɕʌls
젍,jeolt,t͡ɕʌltʰ
젎,jeolp,t͡ɕʌlpʰ
젏,jeolh,t͡ɕʌlh
점,jeom,t͡ɕʌm
접,jeob,t͡ɕʌp
젒,jeobs,t͡ɕʌps
젓,jeos,t͡ɕʌs
젔,jeoss,t͡ɕʌs͈
정,jeong,t͡ɕʌŋ
젖,jeoj,t͡ɕʌt͡ɕ
젗,jeoch,t͡ɕʌt͡ɕʰ
젘,jeok,t͡ɕʌkʰ
젙,jeot,t͡ɕʌtʰ
젚,jeop,t͡ɕʌpʰ
젛,jeoh,t͡ɕʌh
제,je,t͡ɕe
젝,jeg,t͡ɕek
젞,jegg,t͡ɕek͈
젟,jegs,t͡ɕeks
젠,jen,t͡ɕen
젡,jenj,t͡ɕenɟ
젢,jenh,t͡ɕenh
젣,jed,t͡ɕet
젤,jel,t͡ɕeɾ
젥,jelg,t͡ɕelg
젦,jelm,t͡ɕelm
젧,jelb,t͡ɕelb
젨,jels,t͡ɕels
젩,jelt,t͡ɕeltʰ
젪,jelp,t͡ɕelpʰ
젫,jelh,t͡ɕelh
젬,jem,t͡ɕem
젭,jeb,t͡ɕep
젮,jebs,t͡ɕeps
젯,jes,t͡ɕes
젰,jess,t͡ɕes͈
젱,jeng,t͡ɕeŋ
젲,jej,t͡ɕet͡ɕ
젳,jech,t͡ɕet͡ɕʰ
젴,jek,t͡ɕekʰ
젵,jet,t͡ɕetʰ
젶,jep,t͡ɕepʰ
젷,jeh,t͡ɕeh
져,jyeo,t͡ɕjʌ
젹,jyeog,t͡ɕjʌk
젺,jyeogg,t͡ɕjʌk͈
젻,jyeogs,t͡ɕjʌks
젼,jyeon,t͡ɕjʌn
젽,jyeonj,t͡ɕjʌnɟ
젾,jyeonh,t͡ɕjʌnh
젿,jyeod,t͡ɕjʌt
졀,jyeol,t͡ɕjʌɾ
졁,jyeolg,t͡ɕjʌlg
졂,jyeolm,t͡ɕjʌlm
졃,jyeolb,t͡ɕjʌlb
졄,jyeols,t͡ɕjʌls
졅,jyeolt,t͡ɕjʌltʰ
졆,jyeolp,t͡ɕjʌlpʰ
졇,jyeolh,t͡ɕjʌlh
졈,jyeom,t͡ɕjʌm
졉,jyeob,t͡ɕjʌp
졊,jyeobs,t͡ɕjʌps
졋,jyeos,t͡ɕjʌs
졌,jyeoss,t͡ɕjʌs͈
졍,jyeong,t͡ɕjʌŋ
졎,jyeoj,t͡ɕjʌt͡ɕ
졏,jyeoch,t͡ɕjʌt͡ɕʰ
졐,jyeok,t͡ɕjʌkʰ
졑,jyeot,t͡ɕjʌtʰ
졒,jyeop,t͡ɕjʌpʰ
졓,jyeoh,t͡ɕjʌh
졔,jye,t͡ɕje
졕,jyeg,t͡ɕjek
졖,jyegg,t͡ɕjek͈
졗,jyegs,t͡ɕjeks
졘,jyen,t͡ɕjen
졙,jyenj,t͡ɕjenɟ
졚,jyenh,t͡ɕjenh
졛,jyed,t͡ɕjet
졜,jyel,t͡ɕjeɾ
졝,jyelg,t͡ɕjelg
졞,jyelm,t͡ɕjelm
졟,jyelb,t͡ɕjelb
졠,jyels,t͡ɕjels
졡,jyelt,t͡ɕjeltʰ
졢,jyelp,t͡ɕjelpʰ
졣,jyelh,t͡ɕjelh
졤,jyem,t͡ɕjem
졥,jyeb,t͡ɕjep
졦,jyebs,t͡ɕjeps
졧,jyes,t͡ɕjes
졨,jyess,t͡ɕjes͈
졩,jyeng,t͡ɕjeŋ
졪,jyej,t͡ɕjet͡ɕ
졫,jyech,t͡ɕjet͡ɕʰ
졬,jyek,t͡ɕjekʰ
졭,jyet,t͡ɕjetʰ
졮,jyep,t͡ɕjepʰ
졯,jyeh,t͡ɕjeh
조,jo,t͡ɕo
족,jog,t͡ɕok
졲,jogg,t͡ɕok͈
졳,jogs,t͡ɕoks
존,jon,t͡ɕon
졵,jonj,t͡ɕonɟ
졶,jonh,t͡ɕonh
졷,jod,t͡ɕot
졸,jol,t͡ɕoɾ
졹,jolg,t͡ɕolg
졺,jolm,t͡ɕolm
졻,jolb,t͡ɕolb
졼,jols,t͡ɕols
졽,jolt,t͡ɕoltʰ
졾,jolp,t͡ɕolpʰ
졿,jolh,t͡ɕolh
좀,jom,t͡ɕom
좁,job,t͡ɕop
좂,jobs,t͡ɕops
좃,jos,t͡ɕos
좄,joss,t͡ɕos͈
종,jong,t͡ɕoŋ
좆,joj,t͡ɕot͡ɕ
좇,joch,t͡ɕot͡ɕʰ
좈,jok,t͡ɕokʰ
좉,jot,t͡ɕotʰ
좊,jop,t͡ɕopʰ
좋,joh,t͡ɕoh
좌,jwa,t͡ɕwɐ
좍,jwag,t͡ɕwɐk
좎,jwagg,t͡ɕwɐk͈
좏,jwags,t͡ɕwɐks
좐,jwan,t͡ɕwɐn
좑,jwanj,t͡ɕwɐnɟ
좒,jwanh,t͡ɕwɐnh
좓,jwad,t͡ɕwɐt
좔,jwal,t͡ɕwɐɾ
좕,jwalg,t͡ɕwɐlg
좖,jwalm,t͡ɕwɐlm
좗,jwalb,t͡ɕwɐlb
좘,jwals,t͡ɕwɐls
좙,jwalt,t͡ɕwɐltʰ
좚,jwalp,t͡ɕwɐlpʰ
좛,jwalh,t͡ɕwɐlh
좜,jwam,t͡ɕwɐm
좝,jwab,t͡ɕwɐp
좞,jwabs,t͡ɕwɐps
좟,jwas,t͡ɕwɐs
좠,jwass,t͡ɕwɐs͈
좡,jwang,t͡ɕwɐŋ
좢,jwaj,t͡ɕwɐt͡ɕ
좣,jwach,t͡ɕwɐt͡ɕʰ
좤,jwak,t͡ɕwɐkʰ
좥,jwat,t͡ɕwɐtʰ
좦,jwap,t͡ɕwɐpʰ
좧,jwah,t͡ɕwɐh
좨,jwae,t͡ɕwɛ
좩,jwaeg,t͡ɕwɛk
좪,jwaegg,t͡ɕwɛk͈
좫,jwaegs,t͡ɕwɛks
좬,jwaen,t͡ɕwɛn
좭,jwaenj,t͡ɕwɛnɟ
좮,jwaenh,t͡ɕwɛnh
좯,jwaed,t͡ɕwɛt
좰,jwael,t͡ɕwɛɾ
좱,jwaelg,t͡ɕwɛlg
좲,jwaelm,t͡ɕwɛlm
좳,jwaelb,t͡ɕwɛlb
좴,jwaels,t͡ɕwɛls
좵,jwaelt,t͡ɕwɛltʰ
좶,jwaelp,t͡ɕwɛlpʰ
좷,jwaelh,t͡ɕwɛlh
좸,jwaem,t͡ɕwɛm
좹,jwaeb,t͡ɕwɛp
좺,jwaebs,t͡ɕwɛps
좻,jwaes,t͡ɕwɛs
좼,jwaess,t͡ɕwɛs͈
좽,jwaeng,t͡ɕwɛŋ
좾,jwaej,t͡ɕwɛt͡ɕ
좿,jwaech,t͡ɕwɛt͡ɕʰ
죀,jwaek,t͡ɕwɛkʰ
죁,jwaet,t͡ɕwɛtʰ
죂,jwaep,t͡ɕwɛpʰ
죃,jwaeh,t͡ɕwɛh
죄,joe,t͡ɕwe
죅,joeg,t͡ɕwek
죆,joegg,t͡ɕwek͈
죇,joegs,t͡ɕweks
죈,joen,t͡ɕwen
죉,joenj,t͡ɕwenɟ
죊,joenh,t͡ɕwenh
죋,joed,t͡ɕwet
죌,joel,t͡ɕweɾ
죍,joelg,t͡ɕwelg
죎,joelm,t͡ɕwelm
죏,joelb,t͡ɕwelb
죐,joels,t͡ɕwels
죑,joelt,t͡ɕweltʰ
죒,joelp,t͡ɕwelpʰ
죓,joelh,t͡ɕwelh
죔,joem,t͡ɕwem
죕,joeb,t͡ɕwep
죖,joebs,t͡ɕweps
죗,joes,t͡ɕwes
죘,joess,t͡ɕwes͈
죙,joeng,t͡ɕweŋ
죚,joej,t͡ɕwet͡ɕ
죛,joech,t͡ɕwet͡ɕʰ
죜,joek,t͡ɕwekʰ
죝,joet,t͡ɕwetʰ
죞,joep,t͡ɕwepʰ
죟,joeh,t͡ɕweh
죠,jyo,t͡ɕjo
죡,jyog,t͡ɕjok
죢,jyogg,t͡ɕjok͈
죣,jyogs,t͡ɕjoks
죤,jyon,t͡ɕjon
죥,jyonj,t͡ɕjonɟ
죦,jyonh,t͡ɕjonh
죧,jyod,t͡ɕjot
죨,jyol,t͡ɕjoɾ
죩,jyolg,t͡ɕjolg
죪,jyolm,t͡ɕjolm
죫,jyolb,t͡ɕjolb
죬,jyols,t͡ɕjols
죭,jyolt,t͡ɕjoltʰ
죮,jyolp,t͡ɕjolpʰ
죯,jyolh,t͡ɕjolh
죰,jyom,t͡ɕjom
죱,jyob,t͡ɕjop
죲,jyobs,t͡ɕjops
죳,jyos,t͡ɕjos
죴,jyoss,t͡ɕjos͈
죵,jyong,t͡ɕjoŋ
죶,jyoj,t͡ɕjot͡ɕ
죷,jyoch,t͡ɕjot͡ɕʰ
죸,jyok,t͡ɕjokʰ
죹,jyot,t͡ɕjotʰ
죺,jyop,t͡ɕjopʰ
죻,jyoh,t͡ɕjoh
주,ju,t͡ɕu
죽,jug,t͡ɕuk
죾,jugg,t͡ɕuk͈
죿,jugs,t͡ɕuks
준,jun,t͡ɕun
줁,junj,t͡ɕunɟ
줂,junh,t͡ɕunh
줃,jud,t͡ɕut
줄,jul,t͡ɕuɾ
줅,julg,t͡ɕulg
줆,julm,t͡ɕulm
줇,julb,t͡ɕulb
줈,juls,t͡ɕuls
줉,jult,t͡ɕultʰ
줊,julp,t͡ɕulpʰ
줋,julh,t͡ɕulh
줌,jum,t͡ɕum
줍,jub,t͡ɕup
줎,jubs,t͡ɕups
줏,jus,t͡ɕus
줐,juss,t͡ɕus͈
중,jung,t͡ɕuŋ
줒,juj,t͡ɕut͡ɕ
줓,juch,t͡ɕut͡ɕʰ
줔,juk,t͡ɕukʰ
줕,jut,t͡ɕutʰ
줖,jup,t͡ɕupʰ
줗,juh,t͡ɕuh
줘,jweo,t͡ɕwʌ
줙,jweog,t͡ɕwʌk
줚,jweogg,t͡ɕwʌk͈
줛,jweogs,t͡ɕwʌks
줜,jweon,t͡ɕwʌn
줝,jweonj,t͡ɕwʌnɟ
줞,jweonh,t͡ɕwʌnh
줟,jweod,t͡ɕwʌt
줠,jweol,t͡ɕwʌɾ
줡,jweolg,t͡ɕwʌlg
줢,jweolm,t͡ɕwʌlm
줣,jweolb,t͡ɕwʌlb
줤,jweols,t͡ɕwʌls
줥,jweolt,t͡ɕwʌltʰ
줦,jweolp,t͡ɕwʌlpʰ
줧,jweolh,t͡ɕwʌlh
줨,jweom,t͡ɕwʌm
줩,jweob,t͡ɕwʌp
줪,jweobs,t͡ɕwʌps
줫,jweos,t͡ɕwʌs
줬,jweoss,t͡ɕwʌs͈
줭,jweong,t͡ɕwʌŋ
줮,jweoj,t͡ɕwʌt͡ɕ
줯,jweoch,t͡ɕwʌt͡ɕʰ
줰,jweok,t͡ɕwʌkʰ
줱,jweot,t͡ɕwʌtʰ
줲,jweop,t͡ɕwʌpʰ
줳,jweoh,t͡ɕwʌh
줴,jwe,t͡ɕwe
줵,jweg,t͡ɕwek
줶,jwegg,t͡ɕwek͈
줷,jwegs,t͡ɕweks
줸,jwen,t͡ɕwen
줹,jwenj,t͡ɕwenɟ
줺,jwenh,t͡ɕwenh
줻,jwed,t͡ɕwet
줼,jwel,t͡ɕweɾ
줽,jwelg,t͡ɕwelg
줾,jwelm,t͡ɕwelm
줿,jwelb,t͡ɕwelb
쥀,jwels,t͡ɕwels
쥁,jwelt,t͡ɕweltʰ
쥂,jwelp,t͡ɕwelpʰ
쥃,jwelh,t͡ɕwelh
쥄,jwem,t͡ɕwem
쥅,jweb,t͡ɕwep
쥆,jwebs,t͡ɕweps
쥇,jwes,t͡ɕwes
쥈,jwess,t͡ɕwes͈
쥉,jweng,t͡ɕweŋ
쥊,jwej,t͡ɕwet͡ɕ
쥋,jwech,t͡ɕwet͡ɕʰ
쥌,jwek,t͡ɕwekʰ
쥍,jwet,t͡ɕwetʰ
쥎,jwep,t͡ɕwepʰ
쥏,jweh,t͡ɕweh
쥐,jwi,t͡ɕwi
쥑,jwig,t͡ɕwik
쥒,jwigg,t͡ɕwik͈
쥓,jwigs,t͡ɕwiks
쥔,jwin,t͡ɕwin
쥕,jwinj,t͡ɕwinɟ
쥖,jwinh,t͡ɕwinh
쥗,jwid,t͡ɕwit
쥘,jwil,t͡ɕwiɾ
쥙,jwilg,t͡ɕwilg
쥚,jwilm,t͡ɕwilm
쥛,jwilb,t͡ɕwilb
쥜,jwils,t͡ɕwils
쥝,jwilt,t͡ɕwiltʰ
쥞,jwilp,t͡ɕwilpʰ
쥟,jwilh,t͡ɕwilh
쥠,jwim,t͡ɕwim
쥡,jwib,t͡ɕwip
쥢,jwibs,t͡ɕwips
쥣,jwis,t͡ɕwis
쥤,jwiss,t͡ɕwis͈
쥥,jwing,t͡ɕwiŋ
쥦,jwij,t͡ɕwit͡ɕ
쥧,jwich,t͡ɕwit͡ɕʰ
쥨,jwik,t͡ɕwikʰ
쥩,jwit,t͡ɕwitʰ
쥪,jwip,t͡ɕwipʰ
쥫,jwih,t͡ɕwih
쥬,jyu,t͡ɕju
쥭,jyug,t͡ɕjuk
쥮,jyugg,t͡ɕjuk͈
쥯,jyugs,t͡ɕjuks
쥰,jyun,t͡ɕjun
쥱,jyunj,t͡ɕjunɟ
쥲,jyunh,t͡ɕjunh
쥳,jyud,t͡ɕjut
쥴,jyul,t͡ɕjuɾ
쥵,jyulg,t͡ɕjulg
쥶,jyulm,t͡ɕjulm
쥷,jyulb,t͡ɕjulb
쥸,jyuls,t͡ɕjuls
쥹,jyult,t͡ɕjultʰ
쥺,jyulp,t͡ɕjulpʰ
쥻,jyulh,t͡ɕjulh
쥼,jyum,t͡ɕjum
쥽,jyub,t͡ɕjup
쥾,jyubs,t͡ɕjups
쥿,jyus,t͡ɕjus
즀,jyuss,t͡ɕjus͈
즁,jyung,t͡ɕjuŋ
즂,jyuj,t͡ɕjut͡ɕ
즃,jyuch,t͡ɕjut͡ɕʰ
즄,jyuk,t͡ɕjukʰ
즅,jyut,t͡ɕjutʰ
즆,jyup,t͡ɕjupʰ
즇,jyuh,t͡ɕjuh
즈,jeu,t͡ɕɨ
즉,jeug,t͡ɕɨk
즊,jeugg,t͡ɕɨk͈
즋,jeugs,t͡ɕɨks
즌,jeun,t͡ɕɨn
즍,jeunj,t͡ɕɨnɟ
즎,jeunh,t͡ɕɨnh
즏,jeud,t͡ɕɨt
즐,jeul,t͡ɕɨɾ
즑,jeulg,t͡ɕɨlg
즒,jeulm,t͡ɕɨlm
즓,jeulb,t͡ɕɨlb
즔,jeuls,t͡ɕɨls
즕,jeult,t͡ɕɨltʰ
즖,jeulp,t͡ɕɨlpʰ
즗,jeulh,t͡ɕɨlh
즘,jeum,t͡ɕɨm
즙,jeub,t͡ɕɨp
즚,jeubs,t͡ɕɨps
즛,jeus,t͡ɕɨs
즜,jeuss,t͡ɕɨs͈
증,jeung,t͡ɕɨŋ
즞,jeuj,t͡ɕɨt͡ɕ
즟,jeuch,t͡ɕɨt͡ɕʰ
즠,jeuk,t͡ɕɨkʰ
즡,jeut,t͡ɕɨtʰ
즢,jeup,t͡ɕɨpʰ
즣,jeuh,t͡ɕɨh
즤,jyi,t͡ɕы
즥,jyig,t͡ɕыk
즦,jyigg,t͡ɕыk͈
즧,jyigs,t͡ɕыks
즨,jyin,t͡ɕыn
즩,jyinj,t͡ɕыnɟ
즪,jyinh,t͡ɕыnh
즫,jyid,t͡ɕыt
즬,jyil,t͡ɕыɾ
즭,jyilg,t͡ɕыlg
즮,jyilm,t͡ɕыlm
즯,jyilb,t͡ɕыlb
즰,jyils,t͡ɕыls
즱,jyilt,t͡ɕыltʰ
즲,jyilp,t͡ɕыlpʰ
즳,jyilh,t͡ɕыlh
즴,jyim,t͡ɕыm
즵,jyib,t͡ɕыp
즶,jyibs,t͡ɕыps
즷,jyis,t͡ɕыs
즸,jyiss,t͡ɕыs͈
즹,jying,t͡ɕыŋ
즺,jyij,t͡ɕыt͡ɕ
즻,jyich,t͡ɕыt͡ɕʰ
즼,jyik,t͡ɕыkʰ
즽,jyit,t͡ɕыtʰ
즾,jyip,t͡ɕыpʰ
즿,jyih,t͡ɕыh
지,ji,t͡ɕi
직,jig,t͡ɕik
짂,jigg,t͡ɕik͈
짃,jigs,t͡ɕiks
진,jin,t͡ɕin
짅,jinj,t͡ɕinɟ
짆,jinh,t͡ɕinh
짇,jid,t͡ɕit
질,jil,t͡ɕiɾ
짉,jilg,t͡ɕilg
짊,jilm,t͡ɕilm
짋,jilb,t͡ɕilb
짌,jils,t͡ɕils
짍,jilt,t͡ɕiltʰ
짎,jilp,t͡ɕilpʰ
짏,jilh,t͡ɕilh
짐,jim,t͡ɕim
집,jib,t͡ɕip
짒,jibs,t͡ɕips
짓,jis,t͡ɕis
짔,jiss,t͡ɕis͈
징,jing,t͡ɕiŋ
짖,jij,t͡ɕit͡ɕ
짗,jich,t͡ɕit͡ɕʰ
짘,jik,t͡ɕikʰ
짙,jit,t͡ɕitʰ
짚,jip,t͡ɕipʰ
짛,jih,t͡ɕih
짜,jja,t͡ɕ͈ɐ
짝,jjag,t͡ɕ͈ɐk
짞,jjagg,t͡ɕ͈ɐk͈
짟,jjags,t͡ɕ͈ɐks
짠,jjan,t͡ɕ͈ɐn
짡,jjanj,t͡ɕ͈ɐnɟ
짢,jjanh,t͡ɕ͈ɐnh
짣,jjad,t͡ɕ͈ɐt
짤,jjal,t͡ɕ͈ɐɾ
짥,jjalg,t͡ɕ͈ɐlg
짦,jjalm,t͡ɕ͈ɐlm
짧,jjalb,t͡ɕ͈ɐlb
짨,jjals,t͡ɕ͈ɐls
짩,jjalt,t͡ɕ͈ɐltʰ
짪,jjalp,t͡ɕ͈ɐlpʰ
짫,jjalh,t͡ɕ͈ɐlh
짬,jjam,t͡ɕ͈ɐm
짭,jjab,t͡ɕ͈ɐp
짮,jjabs,t͡ɕ͈ɐps
짯,jjas,t͡ɕ͈ɐs
짰,jjass,t͡ɕ͈ɐs͈
짱,jjang,t͡ɕ͈ɐŋ
짲,jjaj,t͡ɕ͈ɐt͡ɕ
짳,jjach,t͡ɕ͈ɐt͡ɕʰ
짴,jjak,t͡ɕ͈ɐkʰ
짵,jjat,t͡ɕ͈ɐtʰ
짶,jjap,t͡ɕ͈ɐpʰ
짷,jjah,t͡ɕ͈ɐh
째,jjae,t͡ɕ͈ɛ
짹,jjaeg,t͡ɕ͈ɛk
짺,jjaegg,t͡ɕ͈ɛk͈
짻,jjaegs,t͡ɕ͈ɛks
짼,jjaen,t͡ɕ͈ɛn
짽,jjaenj,t͡ɕ͈ɛnɟ
짾,jjaenh,t͡ɕ͈ɛnh
짿,jjaed,t͡ɕ͈ɛt
쨀,jjael,t͡ɕ͈ɛɾ
쨁,jjaelg,t͡ɕ͈ɛlg
쨂,jjaelm,t͡ɕ͈ɛlm
쨃,jjaelb,t͡ɕ͈ɛlb
쨄,jjaels,t͡ɕ͈ɛls
쨅,jjaelt,t͡ɕ͈ɛltʰ
쨆,jjaelp,t͡ɕ͈ɛlpʰ
쨇,jjaelh,t͡ɕ͈ɛlh
쨈,jjaem,t͡ɕ͈ɛm
쨉,jjaeb,t͡ɕ͈ɛp
쨊,jjaebs,t͡ɕ͈ɛps
